A1,A2,A3
-1.26,-0.55,-10.43
-1.35,-0.69,-10.23
1.09,0.43,-10.60
0.26,1.98,-10.35
0.95,-1.70,-10.89
0.83,-1.01,-11.21
-0.37,2.76,-10.66
0.92,1.21,-10.81
0.49,0.95,-10.40
-0.98,-0.55,-9.66
-0.57,-6.27,-9.57
0.60,-3.65,-9.14
0.86,1.75,-8.36
1.55,-1.38,-8.59
2.07,-0.03,-8.74
1.26,2.56,-8.13
2.10,-3.10,-8.77
1.70,-1.18,-9.17
0.17,0.80,-8.71
0.95,-6.01,-9.69
0.14,-3.19,-9.69
-1.41,-0.83,-8.94
-0.83,-6.78,-9.89
-0.40,-2.41,-9.83
0.20,2.36,-9.14
0.49,-2.04,-10.06
-0.86,-0.89,-10.32
-0.78,0.43,-10.06
-0.32,-2.47,-10.75
-1.35,-0.98,-10.81
-0.95,0.06,-10.58
-0.75,0.83,-10.78
-1.29,1.81,-10.40
-0.83,-1.18,-10.52
-0.98,-0.17,-10.58
-0.89,2.82,-9.77
0.49,1.35,-10.00
1.84,0.75,-10.58
0.83,1.26,-10.60
-0.55,-0.29,-11.21
0.49,-2.36,-11.44
0.06,-1.32,-10.63
-0.55,0.49,-10.23
-0.23,-0.95,-9.94
-0.40,-1.29,-9.20
1.32,-0.11,-8.79
1.29,-1.06,-8.59
0.80,0.52,-8.33
2.62,2.10,-8.28
1.15,-3.08,-8.79
0.63,-4.77,-9.28
1.87,-0.40,-8.88
-0.20,-1.64,-9.02
0.17,-2.99,-9.54
0.92,-0.43,-9.17
-1.32,-2.30,-9.31
0.00,-3.39,-9.77
0.11,-0.11,-9.51
-1.32,-1.12,-9.60
0.52,-3.36,-10.23
-0.60,-1.15,-10.40
-1.24,-0.17,-10.35
0.57,-0.29,-10.69
-0.78,0.63,-10.72
-1.44,0.03,-10.49
-0.78,1.09,-10.46
-0.83,1.49,-10.43
-1.38,-1.44,-10.55
-1.38,-0.89,-10.43
0.17,1.52,-9.94
1.12,1.70,-10.03
1.44,2.18,-10.46
0.86,1.64,-10.83
0.06,-1.75,-11.24
-0.29,-2.59,-11.32
-0.49,0.00,-10.69
0.69,-0.80,-10.09
-0.37,-0.92,-9.66
-0.52,1.70,-8.82
2.13,-0.72,-8.42
1.09,-1.70,-8.51
0.75,0.95,-8.25
2.21,-1.98,-8.62
1.35,-3.53,-9.17
1.01,-0.23,-8.77
1.06,-1.09,-8.85
0.60,-2.21,-9.43
0.83,-1.29,-9.31
0.06,-3.08,-9.34
-1.06,-2.93,-9.51
-0.69,-1.64,-9.54
-0.17,-1.24,-9.66
0.26,0.78,-9.57
-0.37,-1.72,-10.20
-1.29,-3.62,-10.86
-0.78,-1.44,-10.40
-0.86,-2.27,-10.72
-0.98,1.61,-10.78
-0.78,4.11,-10.17
-0.52,0.55,-10.66
-1.06,1.64,-10.49
-1.95,-2.16,-10.37
0.06,-2.85,-10.69
0.32,3.94,-9.71
0.26,-1.09,-10.32
1.72,-0.29,-11.21
-0.06,5.35,-10.32
0.26,-2.44,-11.15
0.49,-1.75,-11.27
-0.86,0.55,-9.89
0.29,-4.91,-10.17
-0.72,0.75,-9.34
0.06,2.50,-8.22
1.95,-3.13,-8.85
0.92,-0.89,-8.45
1.49,-0.98,-8.25
1.90,-1.81,-8.88
1.78,1.70,-8.65
1.24,-0.14,-8.85
0.83,-3.42,-9.46
0.63,-3.82,-9.48
-1.41,-4.97,-9.46
-0.40,-3.94,-9.54
0.20,-0.29,-9.34
-1.12,0.26,-9.40
0.66,-0.63,-9.86
-0.09,-0.63,-9.94
-1.47,-3.91,-10.49
-0.43,-4.45,-11.01
-1.09,0.43,-10.40
-0.52,0.43,-10.55
0.00,0.86,-10.75
-0.95,3.97,-10.26
-0.60,-0.43,-10.55
-1.06,-1.90,-10.60
-1.61,2.04,-10.00
0.20,0.78,-10.06
1.24,1.58,-10.14
0.06,0.80,-10.32
0.57,-2.70,-11.18
0.86,2.07,-11.04
-0.29,1.38,-10.66
0.49,-3.16,-11.04
-0.60,0.83,-10.14
-0.86,-0.75,-9.46
1.47,-1.75,-9.51
0.29,3.08,-8.48
1.55,-0.63,-8.51
2.62,-2.67,-8.85
0.29,-0.14,-8.33
1.95,-2.36,-8.91
1.47,-2.79,-9.23
0.17,-1.09,-8.94
1.87,-1.44,-9.25
0.06,-1.81,-9.40
-0.60,-0.98,-9.11
0.29,-2.13,-9.23
-0.83,-4.08,-9.80
-0.49,-1.21,-9.60
-0.29,-0.34,-9.46
-0.80,-1.72,-10.12
0.32,0.46,-10.12
0.03,-0.52,-10.58
-1.70,-2.85,-11.15
-0.98,-2.67,-10.89
-0.75,-1.21,-10.81
-1.09,3.82,-10.26
-0.32,5.12,-10.06
-1.67,0.17,-10.63
-0.95,-2.07,-10.32
0.78,-1.49,-10.20
-0.72,-0.78,-10.55
0.60,0.14,-10.69
1.90,0.78,-11.15
-0.43,1.67,-10.92
-0.60,0.14,-10.75
0.80,-1.18,-10.78
0.09,1.93,-9.54
-0.72,-0.55,-9.14
0.17,-4.97,-9.43
0.66,-0.52,-8.36
0.80,-0.78,-8.31
1.84,-3.74,-9.05
1.87,1.78,-8.48
1.41,0.95,-8.36
1.70,-3.28,-9.20
1.18,-0.03,-9.02
0.34,-1.98,-9.00
0.26,-5.29,-9.74
-0.80,-2.07,-9.37
-0.98,-2.53,-9.23
0.20,-3.30,-9.83
-0.57,-0.95,-9.74
-0.32,-0.83,-9.94
0.40,0.11,-10.20
-1.01,-0.49,-10.32
-0.95,-2.01,-10.81
-0.75,-0.57,-10.52
-1.35,-1.84,-10.63
-0.46,-0.78,-10.83
-0.83,4.17,-10.03
-1.61,1.90,-10.32
-0.32,-1.61,-10.72
-0.17,1.95,-9.89
-0.34,1.81,-9.80
1.32,-2.16,-10.63
0.80,1.26,-10.72
0.14,2.27,-10.60
1.38,-2.13,-11.29
-0.09,0.49,-11.06
-0.72,0.49,-10.17
0.34,-3.65,-10.06
-0.63,-0.29,-9.31
0.60,1.44,-8.51
2.01,-0.60,-8.68
0.60,-0.92,-8.56
1.81,-2.16,-8.68
2.27,-1.12,-8.85
0.40,-0.86,-8.79
1.67,-2.33,-9.23
1.44,-0.40,-9.02
-0.26,-1.18,-8.91
0.46,-3.02,-9.54
-0.95,-1.84,-9.37
-0.26,-3.25,-9.43
0.75,-2.99,-9.86
-2.01,-0.26,-9.71
0.03,-0.26,-9.94
0.55,-0.43,-10.35
-2.16,-2.01,-10.60
0.34,-2.50,-10.78
-0.29,0.23,-10.55
-1.98,-0.06,-10.66
0.09,0.69,-10.75
-1.15,2.85,-10.35
-2.10,-0.40,-10.40
-0.32,-1.35,-10.43
0.03,3.22,-9.89
0.83,3.05,-9.77
1.24,-0.83,-10.60
-0.29,-0.40,-11.04
0.20,-0.17,-10.92
0.55,-2.73,-11.18
-1.09,-0.66,-10.83
0.06,2.24,-9.89
0.92,-0.09,-9.60
-0.40,-1.44,-9.31
0.49,-0.52,-8.65
1.06,-0.92,-8.42
1.09,-1.09,-8.65
2.16,-0.40,-8.71
1.44,-0.80,-8.71
0.78,-2.33,-9.08
1.47,-2.36,-9.14
1.01,-0.83,-8.91
0.17,-2.18,-9.31
-0.40,-3.74,-9.51
-0.86,-0.75,-9.14
-0.29,-1.15,-9.40
0.09,-3.59,-9.97
-0.78,0.34,-9.63
-0.72,-0.83,-9.80
0.06,-4.40,-10.72
-0.69,0.63,-10.46
-1.38,-0.40,-10.40
-0.83,-3.48,-11.15
-0.43,2.96,-10.52
-0.40,3.62,-10.03
-0.57,0.55,-10.58
-1.44,1.64,-10.26
-1.12,-2.01,-10.26
0.66,-2.13,-10.69
-0.14,2.56,-10.14
0.14,-0.72,-10.66
1.84,0.69,-11.38
-0.09,3.79,-10.63
0.32,-3.99,-11.09
0.66,-1.29,-11.01
-1.64,4.20,-9.17
0.46,-4.08,-9.57
0.75,-2.53,-9.48
-0.29,2.90,-7.87
2.18,-1.78,-8.62
2.04,-1.12,-8.91
1.32,0.57,-8.16
1.93,-2.85,-8.94
0.80,-2.07,-9.08
0.69,0.46,-8.65
1.93,-1.38,-9.28
-0.20,-3.99,-9.54
-1.95,-3.25,-9.25
0.75,-2.04,-9.48
0.34,-1.58,-9.71
-0.69,-0.06,-9.66
0.06,-0.34,-9.94
-1.49,-3.10,-10.40
0.03,-2.44,-10.55
-0.52,0.60,-10.40
-2.41,-1.44,-10.72
0.52,-1.61,-10.95
-0.69,3.56,-10.26
-1.38,1.35,-10.37
0.17,-0.32,-10.78
-2.47,2.99,-10.06
-0.83,-0.95,-10.17
1.81,-0.57,-10.46
-0.11,3.10,-10.03
0.34,-1.98,-10.86
1.12,-0.78,-11.24
-0.14,2.53,-10.55
0.06,-2.04,-10.95
-0.23,-0.09,-10.63
-0.78,1.41,-9.48
0.95,-3.39,-9.54
0.66,-0.26,-9.02
0.14,2.27,-8.22
2.44,-1.93,-8.68
1.67,-1.87,-8.71
0.63,-2.21,-8.62
1.41,-3.30,-8.94
0.57,-0.09,-8.77
1.58,-0.09,-8.94
1.18,-1.95,-9.17
-1.24,-2.90,-9.20
-0.40,-4.43,-9.63
-0.34,-2.04,-9.57
-0.46,-0.29,-9.54
0.34,-2.27,-10.09
-1.29,-0.92,-9.89
-0.34,0.83,-9.83
0.63,-1.38,-10.58
-1.72,-2.62,-10.86
-1.06,-1.84,-10.83
-1.09,-1.26,-10.78
-1.49,0.95,-10.60
0.75,4.17,-10.40
-1.24,3.08,-10.20
-1.58,-1.21,-10.52
0.78,-0.83,-10.23
-0.23,1.12,-9.77
0.83,-1.18,-10.86
0.83,-0.69,-11.24
0.11,1.38,-10.75
1.21,-0.66,-11.24
-0.92,-0.66,-10.92
-0.46,0.69,-10.06
0.86,-0.60,-9.66
-0.46,-1.52,-9.08
0.95,-0.78,-8.71
0.95,0.60,-8.25
0.98,-0.92,-8.22
2.79,-2.16,-8.74
1.75,0.66,-8.59
1.01,-0.23,-8.82
1.32,-2.93,-9.34
0.57,-1.72,-9.20
0.34,-2.47,-9.28
-0.26,-3.53,-9.60
-1.01,-1.61,-9.54
0.32,-1.15,-9.57
0.40,-2.10,-9.89
-1.75,-2.50,-10.06
-0.40,-0.43,-9.97
0.66,1.21,-10.14
-1.15,-2.73,-10.83
-0.78,-3.25,-11.04
-1.44,0.80,-10.37
-1.90,-0.32,-10.60
0.80,2.18,-10.69
-0.46,6.52,-9.83
-2.27,-0.95,-10.60
-0.26,-3.59,-11.06
-0.23,2.21,-9.71
0.37,-3.13,-10.43
1.35,-3.13,-11.41
-0.17,6.35,-10.35
1.26,1.32,-10.95
0.89,-3.19,-11.58
-1.98,0.75,-10.20
-0.20,-1.78,-9.77
0.43,-0.75,-9.54
0.40,1.93,-8.71
1.38,-1.93,-8.62
-0.26,-2.99,-8.56
1.81,-2.36,-8.45
3.16,-0.72,-8.51
0.37,1.35,-8.48
1.61,-1.44,-9.00
1.95,-1.87,-9.17
-0.32,-0.57,-8.85
0.14,-4.08,-9.43
-0.89,-4.20,-9.74
-0.95,-1.47,-9.40
0.89,-2.87,-9.69
-1.15,-2.16,-9.97
-1.29,0.32,-9.91
0.52,-0.78,-10.09
-0.80,-0.86,-10.29
-0.11,0.32,-10.46
-0.06,0.20,-10.58
-2.36,0.20,-10.66
-0.86,-1.67,-10.89
-0.20,-2.85,-10.95
-1.70,1.32,-10.40
-0.80,2.62,-10.06
-0.11,1.58,-10.29
0.92,4.08,-9.60
1.78,-0.92,-9.94
-0.37,-4.54,-11.38
-0.14,2.50,-10.69
1.87,0.40,-10.72
-0.11,-2.21,-11.35
-1.06,3.30,-9.91
0.49,-1.12,-9.69
0.03,-4.28,-9.89
0.09,0.26,-8.56
1.21,-1.52,-8.51
1.49,-0.86,-8.77
2.21,2.64,-8.10
2.07,-1.75,-8.65
0.78,-3.59,-9.25
1.03,-0.46,-8.82
1.47,-1.75,-9.17
0.43,-2.53,-9.48
-0.20,-1.01,-9.25
-0.37,-2.16,-9.51
-0.98,-3.88,-9.77
-0.29,-3.05,-9.89
0.29,-0.46,-9.77
-1.01,-0.72,-9.83
-0.20,-1.47,-10.32
0.72,0.72,-10.20
-1.35,-1.44,-10.55
-1.35,-2.27,-11.01
-0.49,3.68,-10.37
-0.92,1.78,-10.46
-0.20,-1.90,-11.01
-1.78,2.16,-10.29
-2.01,-0.29,-10.17
1.24,-0.66,-10.35
0.63,4.89,-9.80
0.03,-1.70,-10.69
1.18,-2.76,-11.58
-0.11,3.53,-10.75
0.06,-3.53,-11.18
0.43,-2.47,-11.18
-0.80,5.63,-9.37
0.09,-0.63,-9.28
1.06,-1.41,-9.37
0.09,1.72,-8.19
0.23,-6.06,-8.62
2.01,-4.54,-8.82
1.90,3.25,-7.90
1.52,-0.09,-8.45
1.90,-1.12,-9.14
0.49,0.29,-8.88
0.23,-5.81,-9.34
0.60,-5.03,-9.71
-0.46,0.49,-9.14
-0.40,-2.73,-9.37
-0.32,-2.07,-9.77
-0.63,1.26,-9.31
-0.57,-3.68,-9.91
-0.37,-3.45,-10.58
-0.46,0.89,-10.12
-0.69,-1.15,-10.69
-0.34,-1.55,-11.18
-1.47,0.55,-10.55
-1.24,0.26,-10.60
-0.40,0.23,-10.58
-1.41,1.58,-10.14
-0.03,1.90,-10.32
-0.72,1.38,-10.12
-0.75,1.70,-9.97
2.41,0.11,-10.49
-0.09,-2.07,-10.83
-0.52,-1.06,-11.12
1.29,-0.11,-11.27
-0.34,-0.78,-10.89
0.49,0.34,-10.40
-0.66,1.84,-9.60
-0.52,0.55,-8.94
2.16,-0.72,-8.91
-0.06,-2.21,-8.71
0.63,-3.13,-8.56
2.70,0.23,-8.48
1.24,0.09,-8.51
1.87,-3.30,-9.02
1.55,-1.75,-9.02
0.00,-1.75,-8.91
1.01,-2.21,-9.23
1.32,1.70,-9.05
-0.63,-1.03,-9.11
-1.09,-6.75,-9.91
-0.43,-3.08,-9.71
-0.69,-1.24,-9.48
-0.06,-3.79,-10.60
-0.60,0.66,-10.40
-0.98,2.07,-9.77
0.63,-2.33,-11.09
-0.66,-0.34,-11.06
-1.49,1.32,-10.29
-0.75,-1.12,-10.89
-1.26,0.92,-10.60
-0.55,2.73,-10.26
-1.41,-1.52,-10.66
-1.61,-1.70,-10.17
1.55,3.51,-9.69
1.75,2.44,-10.14
0.37,-0.20,-11.01
0.23,0.43,-11.12
0.26,-1.72,-11.04
0.46,-1.78,-11.04
-0.66,-0.55,-10.20
-0.80,-1.09,-9.46
0.57,0.75,-8.91
0.66,-0.66,-8.65
1.12,-2.16,-8.71
1.55,0.09,-8.28
1.38,-1.09,-8.45
2.13,-0.57,-8.77
1.95,1.03,-8.62
0.89,-1.47,-9.11
0.37,-2.53,-9.37
0.32,-3.76,-9.43
0.29,-5.17,-9.66
-1.49,-4.22,-9.48
-1.38,-3.33,-9.51
0.83,0.34,-9.43
-0.06,2.99,-9.37
-0.34,-0.83,-10.12
-0.14,-2.76,-10.60
-2.01,-3.74,-10.72
-0.60,-6.29,-11.24
0.03,-0.49,-10.89
-2.18,3.71,-10.26
-0.66,-0.52,-10.75
0.14,2.39,-10.12
-1.84,3.62,-9.46
-0.29,-1.01,-10.37
0.75,3.28,-9.97
-0.23,1.78,-9.86
1.38,-4.97,-11.32
0.14,0.14,-11.09
-1.09,-0.92,-10.95
1.67,-4.17,-11.55
0.09,4.14,-10.20
-0.69,2.18,-9.51
0.86,-2.41,-9.69
-0.72,1.29,-8.56
0.95,-3.02,-8.65
1.64,-3.42,-9.00
0.43,1.72,-8.28
2.73,-1.95,-8.71
1.98,-2.04,-9.02
0.52,0.52,-8.77
1.58,-2.30,-9.17
0.46,-2.18,-9.28
-0.29,-1.01,-9.11
0.69,-2.27,-9.23
-0.29,-1.72,-9.43
-1.72,-1.67,-9.57
0.40,-3.42,-9.83
0.29,-1.70,-10.20
-1.70,-0.23,-10.26
0.32,-1.03,-10.60
-0.80,0.75,-10.75
-1.26,-1.52,-10.72
0.29,-3.08,-11.09
-2.76,1.75,-10.52
-0.52,0.98,-10.35
0.66,2.13,-10.46
-2.53,3.45,-9.86
0.55,-1.81,-10.49
-0.32,2.18,-10.20
0.06,1.58,-9.91
3.05,-4.25,-11.44
-1.70,1.18,-11.06
0.37,-0.78,-10.95
2.10,-1.84,-11.27
-2.07,3.91,-9.74
0.83,-0.78,-9.80
-0.03,-0.37,-9.43
-0.78,1.32,-8.33
2.76,-5.09,-9.20
0.23,-2.18,-8.88
0.80,1.67,-8.05
2.59,-1.81,-8.77
0.75,-1.41,-9.05
1.49,0.63,-8.74
1.26,-2.47,-9.20
-0.11,-3.94,-9.66
0.23,-0.75,-9.08
0.11,-2.64,-9.34
-1.26,-4.43,-9.83
-0.92,-1.21,-9.40
0.60,-2.13,-9.74
-0.75,-1.90,-10.06
-0.80,1.29,-9.89
0.14,0.46,-10.37
-0.80,-1.24,-10.78
-0.55,-2.30,-10.92
-1.35,-1.64,-10.81
-1.75,0.43,-10.49
0.06,2.10,-10.37
-1.03,3.08,-10.06
-1.41,0.46,-10.12
0.23,-0.46,-10.20
0.03,1.55,-9.89
0.86,-0.20,-10.55
1.67,-0.43,-11.27
-0.06,1.09,-10.98
-0.80,-1.64,-11.12
0.29,-2.96,-11.09
0.52,-0.17,-9.97
-0.78,0.66,-9.37
0.09,0.95,-9.08
1.93,3.19,-8.16
0.72,-1.06,-8.31
1.06,-5.89,-9.02
2.04,-1.12,-8.42
0.60,-0.98,-8.65
2.01,-3.05,-9.37
1.98,1.49,-8.74
-0.49,-2.27,-9.05
0.83,-5.12,-9.74
0.40,0.75,-8.97
-0.78,-1.55,-9.14
0.14,-3.19,-9.83
-1.09,0.60,-9.43
-0.03,-2.44,-9.71
0.43,-3.74,-10.52
-1.70,-0.60,-10.40
-0.49,-1.44,-10.46
-0.40,-1.41,-10.89
-1.03,1.01,-10.55
-0.63,0.20,-10.52
-1.29,1.38,-10.63
-0.75,3.56,-10.00
-0.60,-1.87,-10.49
-0.40,-0.89,-10.75
-0.37,5.63,-9.63
0.17,-0.32,-10.46
1.75,-1.84,-11.24
0.17,1.47,-10.55
-0.43,-4.31,-11.47
0.32,-0.92,-11.29
0.11,4.54,-9.77
0.26,-0.52,-10.14
-0.95,-0.92,-9.74
0.60,0.60,-8.62
1.35,-1.32,-8.79
0.14,-1.75,-8.77
2.41,-0.63,-8.51
1.44,-1.06,-8.62
0.72,-3.59,-9.02
2.59,-1.01,-9.02
0.32,0.14,-8.74
-0.09,-4.11,-9.43
0.57,-1.26,-9.34
-0.57,0.52,-8.85
-0.37,-3.22,-9.60
-0.52,-3.02,-9.74
-0.80,-2.87,-9.60
-0.66,-2.18,-9.86
0.11,0.26,-10.03
-0.23,0.60,-10.35
-1.06,-0.52,-10.40
0.06,-1.98,-10.78
-1.21,-0.60,-10.81
-1.24,0.23,-10.60
-0.17,0.63,-10.78
-1.81,2.44,-10.12
-1.32,-0.17,-10.32
-1.03,0.09,-10.63
0.37,2.13,-9.77
1.93,-0.98,-10.55
0.09,1.03,-11.04
1.09,3.13,-10.66
0.20,-2.64,-11.50
-1.61,-5.35,-11.41
0.55,-1.95,-10.26
-0.03,1.75,-9.43
-0.37,4.51,-8.77
1.38,2.76,-8.31
1.41,-4.17,-8.54
0.80,-5.37,-8.68
1.38,-1.29,-8.51
2.07,-0.92,-8.77
1.26,-0.32,-8.88
1.26,0.00,-8.79
1.38,-2.50,-9.08
0.49,-2.90,-9.23
0.17,-2.10,-9.23
-0.46,-2.13,-9.20
-0.55,-2.07,-9.48
-0.43,-1.21,-9.80
-0.34,-0.86,-9.83
-0.32,-2.67,-10.35
-0.75,-2.76,-10.60
-0.14,0.23,-10.29
0.06,1.78,-10.37
-1.03,-0.11,-10.69
-1.70,-2.47,-10.92
-1.15,-1.58,-10.78
-0.69,0.75,-10.43
-1.15,2.01,-10.52
-0.72,2.85,-10.32
0.46,2.67,-9.77
0.63,0.72,-9.97
0.29,-1.61,-10.58
1.26,-0.37,-10.92
0.89,1.26,-11.12
-1.01,-1.61,-11.21
0.43,-0.78,-10.95
0.26,0.63,-10.29
-0.78,-3.19,-9.86
0.89,0.06,-9.23
0.11,3.19,-8.19
1.12,-1.64,-8.42
2.30,-1.29,-8.68
0.63,-1.55,-8.48
1.90,-4.14,-9.08
1.47,-1.15,-9.02
0.63,-0.72,-8.79
1.49,-0.49,-9.00
-0.37,0.66,-8.82
-0.37,-3.19,-9.23
0.43,-4.37,-9.63
-1.26,-3.99,-9.71
-1.12,-3.71,-10.00
0.32,0.03,-9.83
-0.40,-0.78,-10.06
-0.52,-2.64,-10.60
0.00,1.78,-10.32
-1.61,2.04,-10.12
-0.60,-2.39,-10.98
-0.09,-0.92,-11.06
-2.53,0.03,-10.23
-0.95,-2.70,-10.75
-0.69,1.90,-10.66
-0.92,5.03,-9.69
1.78,1.09,-10.17
-0.34,1.29,-10.26
-0.26,-0.75,-10.52
2.36,-3.68,-11.55
-0.83,-1.09,-11.09
-0.95,-1.61,-10.86
0.92,1.21,-10.55
-0.72,3.59,-9.34
0.06,-2.27,-9.46
0.66,-1.06,-9.11
0.40,0.52,-8.31
2.27,-3.56,-8.82
1.58,-0.23,-8.59
0.92,0.89,-8.31
1.81,-2.99,-9.08
0.78,-1.35,-9.02
1.09,-1.61,-8.91
0.95,-3.88,-9.43
-0.11,-0.89,-9.17
0.20,0.52,-9.00
-0.75,-2.70,-9.60
-0.43,-4.05,-9.83
-0.63,-2.64,-9.57
-1.24,-2.04,-9.77
0.98,-0.80,-10.12
-0.17,1.12,-10.17
-0.98,0.72,-10.32
-0.06,-0.26,-10.66
-1.87,-1.06,-10.81
-0.32,-1.44,-10.83
-0.37,1.09,-10.63
-2.67,1.61,-10.35
0.11,-0.14,-10.49
0.60,1.26,-10.32
-0.32,1.75,-10.06
0.83,0.37,-10.60
0.37,0.72,-11.06
0.98,0.78,-11.12
0.32,-1.06,-11.35
-1.35,-4.05,-11.41
0.14,-2.50,-10.55
0.20,1.61,-9.28
-0.32,0.14,-9.11
1.29,1.09,-8.77
1.55,3.05,-7.90
1.38,-3.08,-8.51
1.93,-3.68,-8.97
1.26,0.23,-8.48
0.49,-3.79,-9.14
1.26,-3.99,-9.60
1.21,-0.34,-8.97
0.23,-2.96,-9.17
-0.09,-2.18,-9.28
-0.75,1.01,-8.74
0.40,-1.24,-9.20
0.66,-1.29,-9.74
-1.70,-2.04,-9.74
-0.11,-5.32,-10.37
-0.09,-2.62,-10.49
-1.98,-0.78,-10.37
0.32,-0.37,-10.81
-1.26,1.95,-10.49
-1.47,-1.55,-10.69
1.29,-0.06,-10.86
-2.27,6.04,-9.77
-1.21,-0.09,-10.43
0.46,-2.39,-10.92
-2.44,2.79,-9.60
1.15,-1.72,-10.37
1.52,-1.72,-11.06
-0.60,4.60,-10.32
1.93,-0.34,-11.27
-0.26,-3.16,-11.58
-1.47,1.35,-10.40
0.49,-1.21,-10.17
-0.37,-2.33,-9.80
0.46,1.81,-8.71
1.72,1.47,-8.39
1.03,0.17,-8.45
1.52,-1.58,-8.45
2.07,-4.02,-8.74
0.46,-2.53,-8.79
0.63,-2.13,-8.91
2.16,-1.84,-9.28
0.40,0.52,-9.00
0.14,-2.04,-9.02
0.09,-3.42,-9.54
-0.72,-0.57,-9.14
1.01,-1.90,-9.43
-1.06,-3.05,-10.06
-1.47,-0.92,-9.66
0.80,-1.09,-9.94
-1.47,-2.44,-10.66
-0.20,-1.58,-10.66
0.00,0.11,-10.52
-2.13,0.46,-10.58
0.43,1.64,-10.78
-0.75,2.73,-10.49
-2.16,-0.17,-10.43
-0.69,-2.27,-10.89
-0.72,0.52,-10.23
0.83,4.22,-9.69
0.86,1.70,-10.40
0.34,-3.33,-11.27
0.80,-1.09,-11.24
-0.06,0.06,-11.04
-0.23,-0.89,-11.18
-0.34,2.67,-10.32
0.69,0.06,-9.63
0.69,-2.82,-9.63
-0.66,0.95,-8.68
1.12,0.17,-8.42
1.75,-1.18,-8.62
1.24,-0.49,-8.39
1.75,-1.38,-8.82
1.09,-1.55,-9.05
0.75,-2.73,-9.17
1.15,-2.62,-9.28
0.98,-0.98,-9.14
-0.03,-1.32,-9.31
-0.20,-0.78,-9.25
-0.34,-1.52,-9.31
-1.09,-4.60,-9.77
-0.49,-3.25,-9.83
-0.57,-1.32,-9.86
0.00,-2.59,-10.29
0.46,0.26,-10.43
-1.35,2.64,-10.20
-1.06,-0.60,-10.60
-0.09,0.34,-10.66
-0.95,1.47,-10.26
-1.49,-3.53,-10.89
-1.06,-1.38,-10.95
-0.86,3.08,-10.03
-0.29,-0.11,-10.17
0.83,2.73,-10.26
-0.23,3.71,-10.03
0.52,-3.51,-11.27
1.49,-0.17,-11.47
-0.75,0.69,-10.78
0.17,-3.59,-11.27
-0.11,3.39,-10.14
-0.86,0.83,-9.25
1.32,-6.12,-10.00
-0.29,0.29,-8.79
0.37,-0.40,-8.13
3.02,-2.50,-8.94
1.49,3.39,-8.22
1.64,0.57,-8.19
1.32,-3.25,-9.17
0.00,-2.21,-8.97
1.41,-5.43,-9.08
0.60,-4.40,-9.54
-1.21,0.69,-9.00
0.52,-0.34,-9.02
0.75,-1.38,-9.46
-0.60,-1.52,-9.40
-0.78,-4.08,-9.91
-1.24,-4.11,-10.32
-0.03,-2.41,-10.32
-0.06,0.66,-10.32
-1.21,3.19,-10.29
0.46,1.81,-10.69
-0.78,-0.20,-10.75
-2.04,-4.43,-10.89
-0.98,-4.77,-11.01
-2.07,1.44,-10.09
-0.32,2.90,-10.06
1.58,4.40,-9.94
0.17,3.59,-9.60
0.37,-3.91,-11.01
0.32,-2.04,-11.29
0.40,1.52,-10.81
0.78,-1.44,-11.41
-0.92,0.66,-10.78
-0.49,0.43,-9.83
0.95,-3.02,-9.74
0.46,-0.95,-9.05
0.60,0.98,-8.48
1.09,1.12,-8.36
2.24,0.55,-8.42
2.21,-2.10,-8.65
0.32,-3.94,-9.00
0.72,-3.05,-9.25
1.32,-1.78,-9.11
1.01,-2.36,-9.28
0.57,-0.78,-9.31
-0.86,0.20,-8.91
-0.23,-3.13,-9.48
0.32,-1.72,-9.54
-0.78,-1.21,-9.31
-1.03,-5.86,-10.43
-0.63,-1.90,-10.26
0.09,1.64,-9.86
-0.37,-2.10,-11.01
-0.95,0.98,-10.78
-0.46,3.53,-10.12
-1.01,-1.55,-10.69
-1.32,-1.06,-10.66
-1.35,1.70,-10.17
-1.35,-1.70,-10.46
-0.40,-0.72,-10.49
0.46,3.71,-9.80
1.52,1.70,-10.32
0.40,0.20,-11.12
-0.63,0.78,-10.92
1.09,-1.32,-11.09
0.20,-2.01,-11.09
-0.63,-1.47,-10.49
0.00,0.23,-9.69
-0.69,0.66,-9.00
1.18,-1.58,-9.02
1.15,0.34,-8.48
-0.03,0.26,-8.08
2.62,-3.62,-8.82
2.21,-0.63,-8.65
0.63,1.01,-8.48
0.83,-3.08,-9.28
1.01,-2.59,-9.28
1.35,-1.41,-9.11
-0.23,-3.39,-9.34
-0.75,-1.78,-9.37
-0.23,0.66,-9.17
0.23,-1.35,-9.43
-0.06,-3.22,-10.06
-2.01,-4.08,-10.29
-0.20,-3.88,-10.55
-0.32,-0.78,-10.55
-1.67,0.46,-10.49
0.80,2.27,-10.60
-1.38,3.10,-10.17
-1.41,-2.50,-10.69
0.57,-0.92,-10.89
-2.59,2.18,-9.86
-0.92,-2.59,-10.58
0.43,2.01,-10.35
0.11,3.97,-9.46
2.10,-3.30,-10.92
-0.34,1.18,-10.83
0.09,2.93,-10.40
2.04,-2.59,-11.38
-1.01,0.89,-10.72
-0.92,0.46,-10.06
0.03,-4.08,-10.00
0.06,-1.47,-9.11
1.44,0.37,-8.59
0.83,1.18,-8.33
1.84,1.81,-8.31
2.93,-1.72,-8.77
